id,question,option_a,option_b,option_c,option_d,correct_option,explanation,topic,difficulty
1272,Quel mot-clé modifie des lignes existantes dans une table ? (v114),UPDATE,ALTER,MODIFY,CHANGE,A,UPDATE modifie les lignes.,SQL - DML,Moyen
1273,La contrainte UNIQUE assure : (v114),Valeurs distinctes dans la colonne,Valeurs non nulles,Valeur par défaut,Supprime les doublons,A,UNIQUE empêche la duplication de valeurs.,SQL - Contraintes,Moyen
1274,Quel type d'index est le plus adapté pour les recherches par préfixe ? (v114),Index B-tree,Index bitmap,Hash index,Index spatial,A,B-tree est couramment utilisé pour préfixes et range scans.,SQL - Index,Moyen
1275,La transaction ACID 'I' signifie : (v114),Isolation,Intégrité,Implémentation,Instruction,A,"A=Atomicity, C=Consistency, I=Isolation, D=Durability.",SQL - Transactions,Moyen
1276,Quel niveau d'isolation permet les lectures non répétables ? (v114),READ COMMITTED,SERIALIZABLE,REPEATABLE READ,READ UNCOMMITTED,A,READ COMMITTED autorise non-répétables; SERIALIZABLE est le plus strict.,SQL - Transactions,Moyen
1277,Quel mot-clé est utilisé pour rechercher un motif en SQL ? (v114),LIKE,MATCH,SEARCH,PATTERN,A,LIKE utilise % et _ pour motif.,SQL - Opérateurs,Moyen
1278,Quelle clause permet de trier le résultat ? (v114),ORDER BY,GROUP BY,HAVING,WHERE,A,ORDER BY trie les lignes.,SQL - Clauses,Moyen
1279,Quel est le rôle d'une clé étrangère (FOREIGN KEY) ? (v114),Assurer la référence entre tables,Accélérer les requêtes,Générer des index automatiques,Stocker des logs,A,FOREIGN KEY garantit l'intégrité référentielle.,SQL - Contraintes,Moyen
1280,Quel mot-clé restaure les permissions par défaut sur une table ? (v114),REVOKE,GRANT,RESET,RESTORE,A,REVOKE retire des permissions précédemment GRANTées.,SQL - Sécurité,Moyen
1301,Quel est le résultat de SELECT COUNT(*) FROM table WHERE 1=0 ? (v117),0,1,NULL,Erreur,A,COUNT retourne 0 si aucune ligne ne correspond.,SQL - Fonctions,Moyen
1302,Quel mot-clé modifie des lignes existantes dans une table ? (v117),UPDATE,ALTER,MODIFY,CHANGE,A,UPDATE modifie les lignes.,SQL - DML,Moyen
1303,La contrainte UNIQUE assure : (v117),Valeurs distinctes dans la colonne,Valeurs non nulles,Valeur par défaut,Supprime les doublons,A,UNIQUE empêche la duplication de valeurs.,SQL - Contraintes,Moyen
1304,Quel type d'index est le plus adapté pour les recherches par préfixe ? (v117),Index B-tree,Index bitmap,Hash index,Index spatial,A,B-tree est couramment utilisé pour préfixes et range scans.,SQL - Index,Moyen
1305,La transaction ACID 'I' signifie : (v117),Isolation,Intégrité,Implémentation,Instruction,A,"A=Atomicity, C=Consistency, I=Isolation, D=Durability.",SQL - Transactions,Moyen
1306,Quel niveau d'isolation permet les lectures non répétables ? (v117),READ COMMITTED,SERIALIZABLE,REPEATABLE READ,READ UNCOMMITTED,A,READ COMMITTED autorise non-répétables; SERIALIZABLE est le plus strict.,SQL - Transactions,Moyen
1307,Quel mot-clé est utilisé pour rechercher un motif en SQL ? (v117),LIKE,MATCH,SEARCH,PATTERN,A,LIKE utilise % et _ pour motif.,SQL - Opérateurs,Moyen
1308,Quelle clause permet de trier le résultat ? (v117),ORDER BY,GROUP BY,HAVING,WHERE,A,ORDER BY trie les lignes.,SQL - Clauses,Moyen
1309,Quel est le rôle d'une clé étrangère (FOREIGN KEY) ? (v117),Assurer la référence entre tables,Accélérer les requêtes,Générer des index automatiques,Stocker des logs,A,FOREIGN KEY garantit l'intégrité référentielle.,SQL - Contraintes,Moyen
1310,Quel mot-clé restaure les permissions par défaut sur une table ? (v117),REVOKE,GRANT,RESET,RESTORE,A,REVOKE retire des permissions précédemment GRANTées.,SQL - Sécurité,Moyen
1331,Quel est le résultat de SELECT COUNT(*) FROM table WHERE 1=0 ? (v120),0,1,NULL,Erreur,A,COUNT retourne 0 si aucune ligne ne correspond.,SQL - Fonctions,Moyen
1332,Quel mot-clé modifie des lignes existantes dans une table ? (v120),UPDATE,ALTER,MODIFY,CHANGE,A,UPDATE modifie les lignes.,SQL - DML,Moyen
1333,La contrainte UNIQUE assure : (v120),Valeurs distinctes dans la colonne,Valeurs non nulles,Valeur par défaut,Supprime les doublons,A,UNIQUE empêche la duplication de valeurs.,SQL - Contraintes,Moyen
1334,Quel type d'index est le plus adapté pour les recherches par préfixe ? (v120),Index B-tree,Index bitmap,Hash index,Index spatial,A,B-tree est couramment utilisé pour préfixes et range scans.,SQL - Index,Moyen
1335,La transaction ACID 'I' signifie : (v120),Isolation,Intégrité,Implémentation,Instruction,A,"A=Atomicity, C=Consistency, I=Isolation, D=Durability.",SQL - Transactions,Moyen
1336,Quel niveau d'isolation permet les lectures non répétables ? (v120),READ COMMITTED,SERIALIZABLE,REPEATABLE READ,READ UNCOMMITTED,A,READ COMMITTED autorise non-répétables; SERIALIZABLE est le plus strict.,SQL - Transactions,Moyen
1337,Quel mot-clé est utilisé pour rechercher un motif en SQL ? (v120),LIKE,MATCH,SEARCH,PATTERN,A,LIKE utilise % et _ pour motif.,SQL - Opérateurs,Moyen
1338,Quelle clause permet de trier le résultat ? (v120),ORDER BY,GROUP BY,HAVING,WHERE,A,ORDER BY trie les lignes.,SQL - Clauses,Moyen
1339,Quel est le rôle d'une clé étrangère (FOREIGN KEY) ? (v120),Assurer la référence entre tables,Accélérer les requêtes,Générer des index automatiques,Stocker des logs,A,FOREIGN KEY garantit l'intégrité référentielle.,SQL - Contraintes,Moyen
1340,Quel mot-clé restaure les permissions par défaut sur une table ? (v120),REVOKE,GRANT,RESET,RESTORE,A,REVOKE retire des permissions précédemment GRANTées.,SQL - Sécurité,Moyen
1361,Quel est le résultat de SELECT COUNT(*) FROM table WHERE 1=0 ? (v123),0,1,NULL,Erreur,A,COUNT retourne 0 si aucune ligne ne correspond.,SQL - Fonctions,Moyen
1362,Quel mot-clé modifie des lignes existantes dans une table ? (v123),UPDATE,ALTER,MODIFY,CHANGE,A,UPDATE modifie les lignes.,SQL - DML,Moyen
1363,La contrainte UNIQUE assure : (v123),Valeurs distinctes dans la colonne,Valeurs non nulles,Valeur par défaut,Supprime les doublons,A,UNIQUE empêche la duplication de valeurs.,SQL - Contraintes,Moyen
1364,Quel type d'index est le plus adapté pour les recherches par préfixe ? (v123),Index B-tree,Index bitmap,Hash index,Index spatial,A,B-tree est couramment utilisé pour préfixes et range scans.,SQL - Index,Moyen
1365,La transaction ACID 'I' signifie : (v123),Isolation,Intégrité,Implémentation,Instruction,A,"A=Atomicity, C=Consistency, I=Isolation, D=Durability.",SQL - Transactions,Moyen
1366,Quel niveau d'isolation permet les lectures non répétables ? (v123),READ COMMITTED,SERIALIZABLE,REPEATABLE READ,READ UNCOMMITTED,A,READ COMMITTED autorise non-répétables; SERIALIZABLE est le plus strict.,SQL - Transactions,Moyen
1367,Quel mot-clé est utilisé pour rechercher un motif en SQL ? (v123),LIKE,MATCH,SEARCH,PATTERN,A,LIKE utilise % et _ pour motif.,SQL - Opérateurs,Moyen
1368,Quelle clause permet de trier le résultat ? (v123),ORDER BY,GROUP BY,HAVING,WHERE,A,ORDER BY trie les lignes.,SQL - Clauses,Moyen
1369,Quel est le rôle d'une clé étrangère (FOREIGN KEY) ? (v123),Assurer la référence entre tables,Accélérer les requêtes,Générer des index automatiques,Stocker des logs,A,FOREIGN KEY garantit l'intégrité référentielle.,SQL - Contraintes,Moyen
1370,Quel mot-clé restaure les permissions par défaut sur une table ? (v123),REVOKE,GRANT,RESET,RESTORE,A,REVOKE retire des permissions précédemment GRANTées.,SQL - Sécurité,Moyen
1391,Quel est le résultat de SELECT COUNT(*) FROM table WHERE 1=0 ? (v126),0,1,NULL,Erreur,A,COUNT retourne 0 si aucune ligne ne correspond.,SQL - Fonctions,Moyen
1392,Quel mot-clé modifie des lignes existantes dans une table ? (v126),UPDATE,ALTER,MODIFY,CHANGE,A,UPDATE modifie les lignes.,SQL - DML,Moyen
1393,La contrainte UNIQUE assure : (v126),Valeurs distinctes dans la colonne,Valeurs non nulles,Valeur par défaut,Supprime les doublons,A,UNIQUE empêche la duplication de valeurs.,SQL - Contraintes,Moyen
1394,Quel type d'index est le plus adapté pour les recherches par préfixe ? (v126),Index B-tree,Index bitmap,Hash index,Index spatial,A,B-tree est couramment utilisé pour préfixes et range scans.,SQL - Index,Moyen
1395,La transaction ACID 'I' signifie : (v126),Isolation,Intégrité,Implémentation,Instruction,A,"A=Atomicity, C=Consistency, I=Isolation, D=Durability.",SQL - Transactions,Moyen
1396,Quel niveau d'isolation permet les lectures non répétables ? (v126),READ COMMITTED,SERIALIZABLE,REPEATABLE READ,READ UNCOMMITTED,A,READ COMMITTED autorise non-répétables; SERIALIZABLE est le plus strict.,SQL - Transactions,Moyen
1397,Quel mot-clé est utilisé pour rechercher un motif en SQL ? (v126),LIKE,MATCH,SEARCH,PATTERN,A,LIKE utilise % et _ pour motif.,SQL - Opérateurs,Moyen
1398,Quelle clause permet de trier le résultat ? (v126),ORDER BY,GROUP BY,HAVING,WHERE,A,ORDER BY trie les lignes.,SQL - Clauses,Moyen
1399,Quel est le rôle d'une clé étrangère (FOREIGN KEY) ? (v126),Assurer la référence entre tables,Accélérer les requêtes,Générer des index automatiques,Stocker des logs,A,FOREIGN KEY garantit l'intégrité référentielle.,SQL - Contraintes,Moyen
1400,Quel mot-clé restaure les permissions par défaut sur une table ? (v126),REVOKE,GRANT,RESET,RESTORE,A,REVOKE retire des permissions précédemment GRANTées.,SQL - Sécurité,Moyen
1421,Quel est le résultat de SELECT COUNT(*) FROM table WHERE 1=0 ? (v129),0,1,NULL,Erreur,A,COUNT retourne 0 si aucune ligne ne correspond.,SQL - Fonctions,Moyen
1422,Quel mot-clé modifie des lignes existantes dans une table ? (v129),UPDATE,ALTER,MODIFY,CHANGE,A,UPDATE modifie les lignes.,SQL - DML,Moyen
1423,La contrainte UNIQUE assure : (v129),Valeurs distinctes dans la colonne,Valeurs non nulles,Valeur par défaut,Supprime les doublons,A,UNIQUE empêche la duplication de valeurs.,SQL - Contraintes,Moyen
1424,Quel type d'index est le plus adapté pour les recherches par préfixe ? (v129),Index B-tree,Index bitmap,Hash index,Index spatial,A,B-tree est couramment utilisé pour préfixes et range scans.,SQL - Index,Moyen
1425,La transaction ACID 'I' signifie : (v129),Isolation,Intégrité,Implémentation,Instruction,A,"A=Atomicity, C=Consistency, I=Isolation, D=Durability.",SQL - Transactions,Moyen
1426,Quel niveau d'isolation permet les lectures non répétables ? (v129),READ COMMITTED,SERIALIZABLE,REPEATABLE READ,READ UNCOMMITTED,A,READ COMMITTED autorise non-répétables; SERIALIZABLE est le plus strict.,SQL - Transactions,Moyen
1427,Quel mot-clé est utilisé pour rechercher un motif en SQL ? (v129),LIKE,MATCH,SEARCH,PATTERN,A,LIKE utilise % et _ pour motif.,SQL - Opérateurs,Moyen
1428,Quelle clause permet de trier le résultat ? (v129),ORDER BY,GROUP BY,HAVING,WHERE,A,ORDER BY trie les lignes.,SQL - Clauses,Moyen
1429,Quel est le rôle d'une clé étrangère (FOREIGN KEY) ? (v129),Assurer la référence entre tables,Accélérer les requêtes,Générer des index automatiques,Stocker des logs,A,FOREIGN KEY garantit l'intégrité référentielle.,SQL - Contraintes,Moyen
1430,Quel mot-clé restaure les permissions par défaut sur une table ? (v129),REVOKE,GRANT,RESET,RESTORE,A,REVOKE retire des permissions précédemment GRANTées.,SQL - Sécurité,Moyen
1451,Quel est le résultat de SELECT COUNT(*) FROM table WHERE 1=0 ? (v132),0,1,NULL,Erreur,A,COUNT retourne 0 si aucune ligne ne correspond.,SQL - Fonctions,Moyen
1452,Quel mot-clé modifie des lignes existantes dans une table ? (v132),UPDATE,ALTER,MODIFY,CHANGE,A,UPDATE modifie les lignes.,SQL - DML,Moyen
1453,La contrainte UNIQUE assure : (v132),Valeurs distinctes dans la colonne,Valeurs non nulles,Valeur par défaut,Supprime les doublons,A,UNIQUE empêche la duplication de valeurs.,SQL - Contraintes,Moyen
1454,Quel type d'index est le plus adapté pour les recherches par préfixe ? (v132),Index B-tree,Index bitmap,Hash index,Index spatial,A,B-tree est couramment utilisé pour préfixes et range scans.,SQL - Index,Moyen
1455,La transaction ACID 'I' signifie : (v132),Isolation,Intégrité,Implémentation,Instruction,A,"A=Atomicity, C=Consistency, I=Isolation, D=Durability.",SQL - Transactions,Moyen
1456,Quel niveau d'isolation permet les lectures non répétables ? (v132),READ COMMITTED,SERIALIZABLE,REPEATABLE READ,READ UNCOMMITTED,A,READ COMMITTED autorise non-répétables; SERIALIZABLE est le plus strict.,SQL - Transactions,Moyen
1457,Quel mot-clé est utilisé pour rechercher un motif en SQL ? (v132),LIKE,MATCH,SEARCH,PATTERN,A,LIKE utilise % et _ pour motif.,SQL - Opérateurs,Moyen
1458,Quelle clause permet de trier le résultat ? (v132),ORDER BY,GROUP BY,HAVING,WHERE,A,ORDER BY trie les lignes.,SQL - Clauses,Moyen
1459,Quel est le rôle d'une clé étrangère (FOREIGN KEY) ? (v132),Assurer la référence entre tables,Accélérer les requêtes,Générer des index automatiques,Stocker des logs,A,FOREIGN KEY garantit l'intégrité référentielle.,SQL - Contraintes,Moyen
1460,Quel mot-clé restaure les permissions par défaut sur une table ? (v132),REVOKE,GRANT,RESET,RESTORE,A,REVOKE retire des permissions précédemment GRANTées.,SQL - Sécurité,Moyen
1481,Quel est le résultat de SELECT COUNT(*) FROM table WHERE 1=0 ? (v135),0,1,NULL,Erreur,A,COUNT retourne 0 si aucune ligne ne correspond.,SQL - Fonctions,Moyen
1482,Quel mot-clé modifie des lignes existantes dans une table ? (v135),UPDATE,ALTER,MODIFY,CHANGE,A,UPDATE modifie les lignes.,SQL - DML,Moyen
1483,La contrainte UNIQUE assure : (v135),Valeurs distinctes dans la colonne,Valeurs non nulles,Valeur par défaut,Supprime les doublons,A,UNIQUE empêche la duplication de valeurs.,SQL - Contraintes,Moyen
1484,Quel type d'index est le plus adapté pour les recherches par préfixe ? (v135),Index B-tree,Index bitmap,Hash index,Index spatial,A,B-tree est couramment utilisé pour préfixes et range scans.,SQL - Index,Moyen
1485,La transaction ACID 'I' signifie : (v135),Isolation,Intégrité,Implémentation,Instruction,A,"A=Atomicity, C=Consistency, I=Isolation, D=Durability.",SQL - Transactions,Moyen
1486,Quel niveau d'isolation permet les lectures non répétables ? (v135),READ COMMITTED,SERIALIZABLE,REPEATABLE READ,READ UNCOMMITTED,A,READ COMMITTED autorise non-répétables; SERIALIZABLE est le plus strict.,SQL - Transactions,Moyen
1487,Quel mot-clé est utilisé pour rechercher un motif en SQL ? (v135),LIKE,MATCH,SEARCH,PATTERN,A,LIKE utilise % et _ pour motif.,SQL - Opérateurs,Moyen
1488,Quelle clause permet de trier le résultat ? (v135),ORDER BY,GROUP BY,HAVING,WHERE,A,ORDER BY trie les lignes.,SQL - Clauses,Moyen
1489,Quel est le rôle d'une clé étrangère (FOREIGN KEY) ? (v135),Assurer la référence entre tables,Accélérer les requêtes,Générer des index automatiques,Stocker des logs,A,FOREIGN KEY garantit l'intégrité référentielle.,SQL - Contraintes,Moyen
1490,Quel mot-clé restaure les permissions par défaut sur une table ? (v135),REVOKE,GRANT,RESET,RESTORE,A,REVOKE retire des permissions précédemment GRANTées.,SQL - Sécurité,Moyen
1511,Quel est le résultat de SELECT COUNT(*) FROM table WHERE 1=0 ? (v138),0,1,NULL,Erreur,A,COUNT retourne 0 si aucune ligne ne correspond.,SQL - Fonctions,Moyen
1512,Quel mot-clé modifie des lignes existantes dans une table ? (v138),UPDATE,ALTER,MODIFY,CHANGE,A,UPDATE modifie les lignes.,SQL - DML,Moyen
1513,La contrainte UNIQUE assure : (v138),Valeurs distinctes dans la colonne,Valeurs non nulles,Valeur par défaut,Supprime les doublons,A,UNIQUE empêche la duplication de valeurs.,SQL - Contraintes,Moyen
1514,Quel type d'index est le plus adapté pour les recherches par préfixe ? (v138),Index B-tree,Index bitmap,Hash index,Index spatial,A,B-tree est couramment utilisé pour préfixes et range scans.,SQL - Index,Moyen
1515,La transaction ACID 'I' signifie : (v138),Isolation,Intégrité,Implémentation,Instruction,A,"A=Atomicity, C=Consistency, I=Isolation, D=Durability.",SQL - Transactions,Moyen
1516,Quel niveau d'isolation permet les lectures non répétables ? (v138),READ COMMITTED,SERIALIZABLE,REPEATABLE READ,READ UNCOMMITTED,A,READ COMMITTED autorise non-répétables; SERIALIZABLE est le plus strict.,SQL - Transactions,Moyen
1517,Quel mot-clé est utilisé pour rechercher un motif en SQL ? (v138),LIKE,MATCH,SEARCH,PATTERN,A,LIKE utilise % et _ pour motif.,SQL - Opérateurs,Moyen
1518,Quelle clause permet de trier le résultat ? (v138),ORDER BY,GROUP BY,HAVING,WHERE,A,ORDER BY trie les lignes.,SQL - Clauses,Moyen
1519,Quel est le rôle d'une clé étrangère (FOREIGN KEY) ? (v138),Assurer la référence entre tables,Accélérer les requêtes,Générer des index automatiques,Stocker des logs,A,FOREIGN KEY garantit l'intégrité référentielle.,SQL - Contraintes,Moyen
1520,Quel mot-clé restaure les permissions par défaut sur une table ? (v138),REVOKE,GRANT,RESET,RESTORE,A,REVOKE retire des permissions précédemment GRANTées.,SQL - Sécurité,Moyen
1541,Quel est le résultat de SELECT COUNT(*) FROM table WHERE 1=0 ? (v141),0,1,NULL,Erreur,A,COUNT retourne 0 si aucune ligne ne correspond.,SQL - Fonctions,Moyen
1542,Quel mot-clé modifie des lignes existantes dans une table ? (v141),UPDATE,ALTER,MODIFY,CHANGE,A,UPDATE modifie les lignes.,SQL - DML,Moyen
1543,La contrainte UNIQUE assure : (v141),Valeurs distinctes dans la colonne,Valeurs non nulles,Valeur par défaut,Supprime les doublons,A,UNIQUE empêche la duplication de valeurs.,SQL - Contraintes,Moyen
1544,Quel type d'index est le plus adapté pour les recherches par préfixe ? (v141),Index B-tree,Index bitmap,Hash index,Index spatial,A,B-tree est couramment utilisé pour préfixes et range scans.,SQL - Index,Moyen
1545,La transaction ACID 'I' signifie : (v141),Isolation,Intégrité,Implémentation,Instruction,A,"A=Atomicity, C=Consistency, I=Isolation, D=Durability.",SQL - Transactions,Moyen
1546,Quel niveau d'isolation permet les lectures non répétables ? (v141),READ COMMITTED,SERIALIZABLE,REPEATABLE READ,READ UNCOMMITTED,A,READ COMMITTED autorise non-répétables; SERIALIZABLE est le plus strict.,SQL - Transactions,Moyen
1547,Quel mot-clé est utilisé pour rechercher un motif en SQL ? (v141),LIKE,MATCH,SEARCH,PATTERN,A,LIKE utilise % et _ pour motif.,SQL - Opérateurs,Moyen
1548,Quelle clause permet de trier le résultat ? (v141),ORDER BY,GROUP BY,HAVING,WHERE,A,ORDER BY trie les lignes.,SQL - Clauses,Moyen
1549,Quel est le rôle d'une clé étrangère (FOREIGN KEY) ? (v141),Assurer la référence entre tables,Accélérer les requêtes,Générer des index automatiques,Stocker des logs,A,FOREIGN KEY garantit l'intégrité référentielle.,SQL - Contraintes,Moyen
1550,Quel mot-clé restaure les permissions par défaut sur une table ? (v141),REVOKE,GRANT,RESET,RESTORE,A,REVOKE retire des permissions précédemment GRANTées.,SQL - Sécurité,Moyen
1571,Quel est le résultat de SELECT COUNT(*) FROM table WHERE 1=0 ? (v144),0,1,NULL,Erreur,A,COUNT retourne 0 si aucune ligne ne correspond.,SQL - Fonctions,Moyen
1572,Quel mot-clé modifie des lignes existantes dans une table ? (v144),UPDATE,ALTER,MODIFY,CHANGE,A,UPDATE modifie les lignes.,SQL - DML,Moyen
1573,La contrainte UNIQUE assure : (v144),Valeurs distinctes dans la colonne,Valeurs non nulles,Valeur par défaut,Supprime les doublons,A,UNIQUE empêche la duplication de valeurs.,SQL - Contraintes,Moyen
1574,Quel type d'index est le plus adapté pour les recherches par préfixe ? (v144),Index B-tree,Index bitmap,Hash index,Index spatial,A,B-tree est couramment utilisé pour préfixes et range scans.,SQL - Index,Moyen
1575,La transaction ACID 'I' signifie : (v144),Isolation,Intégrité,Implémentation,Instruction,A,"A=Atomicity, C=Consistency, I=Isolation, D=Durability.",SQL - Transactions,Moyen
1576,Quel niveau d'isolation permet les lectures non répétables ? (v144),READ COMMITTED,SERIALIZABLE,REPEATABLE READ,READ UNCOMMITTED,A,READ COMMITTED autorise non-répétables; SERIALIZABLE est le plus strict.,SQL - Transactions,Moyen
1577,Quel mot-clé est utilisé pour rechercher un motif en SQL ? (v144),LIKE,MATCH,SEARCH,PATTERN,A,LIKE utilise % et _ pour motif.,SQL - Opérateurs,Moyen
1578,Quelle clause permet de trier le résultat ? (v144),ORDER BY,GROUP BY,HAVING,WHERE,A,ORDER BY trie les lignes.,SQL - Clauses,Moyen
1579,Quel est le rôle d'une clé étrangère (FOREIGN KEY) ? (v144),Assurer la référence entre tables,Accélérer les requêtes,Générer des index automatiques,Stocker des logs,A,FOREIGN KEY garantit l'intégrité référentielle.,SQL - Contraintes,Moyen
1580,Quel mot-clé restaure les permissions par défaut sur une table ? (v144),REVOKE,GRANT,RESET,RESTORE,A,REVOKE retire des permissions précédemment GRANTées.,SQL - Sécurité,Moyen
1601,Quel est le résultat de SELECT COUNT(*) FROM table WHERE 1=0 ? (v147),0,1,NULL,Erreur,A,COUNT retourne 0 si aucune ligne ne correspond.,SQL - Fonctions,Moyen
1602,Quel mot-clé modifie des lignes existantes dans une table ? (v147),UPDATE,ALTER,MODIFY,CHANGE,A,UPDATE modifie les lignes.,SQL - DML,Moyen
1603,La contrainte UNIQUE assure : (v147),Valeurs distinctes dans la colonne,Valeurs non nulles,Valeur par défaut,Supprime les doublons,A,UNIQUE empêche la duplication de valeurs.,SQL - Contraintes,Moyen
1604,Quel type d'index est le plus adapté pour les recherches par préfixe ? (v147),Index B-tree,Index bitmap,Hash index,Index spatial,A,B-tree est couramment utilisé pour préfixes et range scans.,SQL - Index,Moyen
1605,La transaction ACID 'I' signifie : (v147),Isolation,Intégrité,Implémentation,Instruction,A,"A=Atomicity, C=Consistency, I=Isolation, D=Durability.",SQL - Transactions,Moyen
1606,Quel niveau d'isolation permet les lectures non répétables ? (v147),READ COMMITTED,SERIALIZABLE,REPEATABLE READ,READ UNCOMMITTED,A,READ COMMITTED autorise non-répétables; SERIALIZABLE est le plus strict.,SQL - Transactions,Moyen
1607,Quel mot-clé est utilisé pour rechercher un motif en SQL ? (v147),LIKE,MATCH,SEARCH,PATTERN,A,LIKE utilise % et _ pour motif.,SQL - Opérateurs,Moyen
1608,Quelle clause permet de trier le résultat ? (v147),ORDER BY,GROUP BY,HAVING,WHERE,A,ORDER BY trie les lignes.,SQL - Clauses,Moyen
1609,Quel est le rôle d'une clé étrangère (FOREIGN KEY) ? (v147),Assurer la référence entre tables,Accélérer les requêtes,Générer des index automatiques,Stocker des logs,A,FOREIGN KEY garantit l'intégrité référentielle.,SQL - Contraintes,Moyen
1610,Quel mot-clé restaure les permissions par défaut sur une table ? (v147),REVOKE,GRANT,RESET,RESTORE,A,REVOKE retire des permissions précédemment GRANTées.,SQL - Sécurité,Moyen
1631,Quel est le résultat de SELECT COUNT(*) FROM table WHERE 1=0 ? (v150),0,1,NULL,Erreur,A,COUNT retourne 0 si aucune ligne ne correspond.,SQL - Fonctions,Moyen
1632,Quel mot-clé modifie des lignes existantes dans une table ? (v150),UPDATE,ALTER,MODIFY,CHANGE,A,UPDATE modifie les lignes.,SQL - DML,Moyen
1633,La contrainte UNIQUE assure : (v150),Valeurs distinctes dans la colonne,Valeurs non nulles,Valeur par défaut,Supprime les doublons,A,UNIQUE empêche la duplication de valeurs.,SQL - Contraintes,Moyen
1634,Quel type d'index est le plus adapté pour les recherches par préfixe ? (v150),Index B-tree,Index bitmap,Hash index,Index spatial,A,B-tree est couramment utilisé pour préfixes et range scans.,SQL - Index,Moyen
1635,La transaction ACID 'I' signifie : (v150),Isolation,Intégrité,Implémentation,Instruction,A,"A=Atomicity, C=Consistency, I=Isolation, D=Durability.",SQL - Transactions,Moyen
1636,Quel niveau d'isolation permet les lectures non répétables ? (v150),READ COMMITTED,SERIALIZABLE,REPEATABLE READ,READ UNCOMMITTED,A,READ COMMITTED autorise non-répétables; SERIALIZABLE est le plus strict.,SQL - Transactions,Moyen
1637,Quel mot-clé est utilisé pour rechercher un motif en SQL ? (v150),LIKE,MATCH,SEARCH,PATTERN,A,LIKE utilise % et _ pour motif.,SQL - Opérateurs,Moyen
1638,Quelle clause permet de trier le résultat ? (v150),ORDER BY,GROUP BY,HAVING,WHERE,A,ORDER BY trie les lignes.,SQL - Clauses,Moyen
1639,Quel est le rôle d'une clé étrangère (FOREIGN KEY) ? (v150),Assurer la référence entre tables,Accélérer les requêtes,Générer des index automatiques,Stocker des logs,A,FOREIGN KEY garantit l'intégrité référentielle.,SQL - Contraintes,Moyen
1640,Quel mot-clé restaure les permissions par défaut sur une table ? (v150),REVOKE,GRANT,RESET,RESTORE,A,REVOKE retire des permissions précédemment GRANTées.,SQL - Sécurité,Moyen
1661,Quel est le résultat de SELECT COUNT(*) FROM table WHERE 1=0 ? (v153),0,1,NULL,Erreur,A,COUNT retourne 0 si aucune ligne ne correspond.,SQL - Fonctions,Moyen
1662,Quel mot-clé modifie des lignes existantes dans une table ? (v153),UPDATE,ALTER,MODIFY,CHANGE,A,UPDATE modifie les lignes.,SQL - DML,Moyen
1663,La contrainte UNIQUE assure : (v153),Valeurs distinctes dans la colonne,Valeurs non nulles,Valeur par défaut,Supprime les doublons,A,UNIQUE empêche la duplication de valeurs.,SQL - Contraintes,Moyen
1664,Quel type d'index est le plus adapté pour les recherches par préfixe ? (v153),Index B-tree,Index bitmap,Hash index,Index spatial,A,B-tree est couramment utilisé pour préfixes et range scans.,SQL - Index,Moyen
1665,La transaction ACID 'I' signifie : (v153),Isolation,Intégrité,Implémentation,Instruction,A,"A=Atomicity, C=Consistency, I=Isolation, D=Durability.",SQL - Transactions,Moyen
1666,Quel niveau d'isolation permet les lectures non répétables ? (v153),READ COMMITTED,SERIALIZABLE,REPEATABLE READ,READ UNCOMMITTED,A,READ COMMITTED autorise non-répétables; SERIALIZABLE est le plus strict.,SQL - Transactions,Moyen
1667,Quel mot-clé est utilisé pour rechercher un motif en SQL ? (v153),LIKE,MATCH,SEARCH,PATTERN,A,LIKE utilise % et _ pour motif.,SQL - Opérateurs,Moyen
1668,Quelle clause permet de trier le résultat ? (v153),ORDER BY,GROUP BY,HAVING,WHERE,A,ORDER BY trie les lignes.,SQL - Clauses,Moyen
1669,Quel est le rôle d'une clé étrangère (FOREIGN KEY) ? (v153),Assurer la référence entre tables,Accélérer les requêtes,Générer des index automatiques,Stocker des logs,A,FOREIGN KEY garantit l'intégrité référentielle.,SQL - Contraintes,Moyen
1670,Quel mot-clé restaure les permissions par défaut sur une table ? (v153),REVOKE,GRANT,RESET,RESTORE,A,REVOKE retire des permissions précédemment GRANTées.,SQL - Sécurité,Moyen
1691,Quel est le résultat de SELECT COUNT(*) FROM table WHERE 1=0 ? (v156),0,1,NULL,Erreur,A,COUNT retourne 0 si aucune ligne ne correspond.,SQL - Fonctions,Moyen
1692,Quel mot-clé modifie des lignes existantes dans une table ? (v156),UPDATE,ALTER,MODIFY,CHANGE,A,UPDATE modifie les lignes.,SQL - DML,Moyen
1693,La contrainte UNIQUE assure : (v156),Valeurs distinctes dans la colonne,Valeurs non nulles,Valeur par défaut,Supprime les doublons,A,UNIQUE empêche la duplication de valeurs.,SQL - Contraintes,Moyen
1694,Quel type d'index est le plus adapté pour les recherches par préfixe ? (v156),Index B-tree,Index bitmap,Hash index,Index spatial,A,B-tree est couramment utilisé pour préfixes et range scans.,SQL - Index,Moyen
1695,La transaction ACID 'I' signifie : (v156),Isolation,Intégrité,Implémentation,Instruction,A,"A=Atomicity, C=Consistency, I=Isolation, D=Durability.",SQL - Transactions,Moyen
